cell_id,x,y,z,o_glyph,o_semantic_core,o_phase,o_triad_polarity,o_harmonic_class,o_layer,o_gloss,d_glyph,d_semantic_core,d_phase,d_triad_polarity,d_harmonic_class,d_layer,d_gloss,cross_entangled,o_tension_potential,d_tension_potential
208,4,5,1,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,70,172
209,5,5,1,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,252,0
210,6,5,1,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Σ,null,collapse,Yang,7.0,0.0,summation,False,175,87
211,7,5,1,Σ,null,collapse,Yang,7.0,0.0,summation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,89,172
212,8,5,1,Σ,null,collapse,Yang,7.0,0.0,summation,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,89,87
213,9,5,1,Σ,null,collapse,Yang,7.0,0.0,summation,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,89,69
214,10,5,1,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,✸,,,,,,star / radiant force,False,80,0
215,11,5,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∃,,,,,,there exists,False,255,0
216,0,6,1,∅,origin,emergent,Yin,11.0,0.0,null set / void,∞,,,,,,infinity,False,80,0
217,1,6,1,∞,,,,,,infinity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
218,2,6,1,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,244,241
219,3,6,1,✸,,,,,,star / radiant force,∃,,,,,,there exists,False,0,0
220,4,6,1,℧,,,,,,mho / inverse resistance / conductivity,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
221,5,6,1,Σ,null,collapse,Yang,7.0,0.0,summation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,89,87
222,6,6,1,℧,,,,,,mho / inverse resistance / conductivity,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
223,7,6,1,∞,,,,,,infinity,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
224,8,6,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,True,255,87
225,9,6,1,🔁,,,,,,repeat / loop,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
226,10,6,1,Σ,null,collapse,Yang,7.0,0.0,summation,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,89,87
227,11,6,1,∃,,,,,,there exists,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
228,0,7,1,🔁,,,,,,repeat / loop,🔁,,,,,,repeat / loop,False,0,0
229,1,7,1,✸,,,,,,star / radiant force,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
230,2,7,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∞,,,,,,infinity,False,255,0
231,3,7,1,🔁,,,,,,repeat / loop,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
232,4,7,1,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,252,266
233,5,7,1,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
234,6,7,1,℧,,,,,,mho / inverse resistance / conductivity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
235,7,7,1,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,178,266
236,8,7,1,∅,origin,emergent,Yin,11.0,0.0,null set / void,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,80,149
237,9,7,1,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,175,172
238,10,7,1,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,256,241
239,11,7,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∃,,,,,,there exists,False,255,0
240,0,8,1,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,80,177
241,1,8,1,🔁,,,,,,repeat / loop,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
242,2,8,1,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Σ,null,collapse,Yang,7.0,0.0,summation,False,166,87
243,3,8,1,⋈,memory,collapse,Union,8.0,0.0,join / bind,Σ,null,collapse,Yang,7.0,0.0,summation,False,155,87
244,4,8,1,Ω,origin,collapse,Yang,10.0,0.0,omega / end,℧,,,,,,mho / inverse resistance / conductivity,False,256,0
245,5,8,1,∞,,,,,,infinity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
246,6,8,1,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,155,266
247,7,8,1,∅,origin,emergent,Yin,11.0,0.0,null set / void,Π,null,collapse,Yang,10.0,0.0,product / portal,False,80,173
248,8,8,1,∃,,,,,,there exists,∃,,,,,,there exists,False,0,0
249,9,8,1,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∃,,,,,,there exists,False,252,0
250,10,8,1,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
251,11,8,1,🔁,,,,,,repeat / loop,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
252,0,9,1,⋈,memory,collapse,Union,8.0,0.0,join / bind,Π,null,collapse,Yang,10.0,0.0,product / portal,False,155,173
253,1,9,1,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,155,264
254,2,9,1,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
255,3,9,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,255,87
256,4,9,1,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,175,87
257,5,9,1,🔁,,,,,,repeat / loop,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
258,6,9,1,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,175,149
259,7,9,1,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Π,null,collapse,Yang,10.0,0.0,product / portal,False,256,173
260,8,9,1,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,℧,,,,,,mho / inverse resistance / conductivity,False,245,0
261,9,9,1,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
262,10,9,1,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Σ,null,collapse,Yang,7.0,0.0,summation,False,175,87
263,11,9,1,∅,origin,emergent,Yin,11.0,0.0,null set / void,Π,null,collapse,Yang,10.0,0.0,product / portal,False,80,173
264,0,10,1,Σ,null,collapse,Yang,7.0,0.0,summation,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,89,266
265,1,10,1,℧,,,,,,mho / inverse resistance / conductivity,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
266,2,10,1,∃,,,,,,there exists,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
267,3,10,1,℧,,,,,,mho / inverse resistance / conductivity,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
268,4,10,1,Π,null,collapse,Yang,10.0,0.0,product / portal,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,182,250
269,5,10,1,✸,,,,,,star / radiant force,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
270,6,10,1,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,166,177
271,7,10,1,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,80,264
272,8,10,1,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∞,,,,,,infinity,False,244,0
273,9,10,1,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🔁,,,,,,repeat / loop,False,166,0
274,10,10,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,255,250
275,11,10,1,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,256,264
276,0,11,1,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Σ,null,collapse,Yang,7.0,0.0,summation,False,244,87
277,1,11,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,True,255,177
278,2,11,1,Π,null,collapse,Yang,10.0,0.0,product / portal,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,182,87
279,3,11,1,∃,,,,,,there exists,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
280,4,11,1,∅,origin,emergent,Yin,11.0,0.0,null set / void,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
281,5,11,1,Π,null,collapse,Yang,10.0,0.0,product / portal,Σ,null,collapse,Yang,7.0,0.0,summation,True,182,87
282,6,11,1,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
283,7,11,1,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,80,264
284,8,11,1,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
285,9,11,1,∅,origin,emergent,Yin,11.0,0.0,null set / void,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,80,172
286,10,11,1,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∃,,,,,,there exists,False,255,0
287,11,11,1,Π,null,collapse,Yang,10.0,0.0,product / portal,🔁,,,,,,repeat / loop,False,182,0
288,0,0,2,🔁,,,,,,repeat / loop,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
289,1,0,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,178,87
290,2,0,2,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
291,3,0,2,∃,,,,,,there exists,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
292,4,0,2,∃,,,,,,there exists,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
293,5,0,2,℧,,,,,,mho / inverse resistance / conductivity,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
294,6,0,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Π,null,collapse,Yang,10.0,0.0,product / portal,False,80,173
295,7,0,2,∃,,,,,,there exists,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
296,8,0,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,245,69
297,9,0,2,⋈,memory,collapse,Union,8.0,0.0,join / bind,Π,null,collapse,Yang,10.0,0.0,product / portal,False,155,173
298,10,0,2,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∞,,,,,,infinity,False,70,0
299,11,0,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,245,266
300,0,1,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
301,1,1,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,✸,,,,,,star / radiant force,False,245,0
302,2,1,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,166,87
303,3,1,2,🔁,,,,,,repeat / loop,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
304,4,1,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,166,149
305,5,1,2,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,70,69
306,6,1,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,80,87
307,7,1,2,🔁,,,,,,repeat / loop,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
308,8,1,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Σ,null,collapse,Yang,7.0,0.0,summation,False,175,87
309,9,1,2,🔁,,,,,,repeat / loop,∞,,,,,,infinity,False,0,0
310,10,1,2,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
311,11,1,2,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,80,173
312,0,2,2,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,℧,,,,,,mho / inverse resistance / conductivity,False,244,0
313,1,2,2,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,256,266
314,2,2,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,252,69
315,3,2,2,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,70,177
316,4,2,2,Σ,null,collapse,Yang,7.0,0.0,summation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,89,87
317,5,2,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,178,264
318,6,2,2,🔁,,,,,,repeat / loop,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
319,7,2,2,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∞,,,,,,infinity,False,252,0
320,8,2,2,∃,,,,,,there exists,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
321,9,2,2,∞,,,,,,infinity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
322,10,2,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,℧,,,,,,mho / inverse resistance / conductivity,False,178,0
323,11,2,2,🔁,,,,,,repeat / loop,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
324,0,3,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),True,166,265
325,1,3,2,Π,null,collapse,Yang,10.0,0.0,product / portal,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,182,250
326,2,3,2,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
327,3,3,2,℧,,,,,,mho / inverse resistance / conductivity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
328,4,3,2,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),True,244,69
329,5,3,2,∃,,,,,,there exists,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
330,6,3,2,∞,,,,,,infinity,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
331,7,3,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∃,,,,,,there exists,False,252,0
332,8,3,2,Σ,null,collapse,Yang,7.0,0.0,summation,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,89,266
333,9,3,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),True,80,265
334,10,3,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,175,149
335,11,3,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,℧,,,,,,mho / inverse resistance / conductivity,False,166,0
336,0,4,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,✸,,,,,,star / radiant force,False,178,0
337,1,4,2,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
338,2,4,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),True,80,265
339,3,4,2,∞,,,,,,infinity,∞,,,,,,infinity,False,0,0
340,4,4,2,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,80,87
341,5,4,2,🔁,,,,,,repeat / loop,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
342,6,4,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∞,,,,,,infinity,False,178,0
343,7,4,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,80,177
344,8,4,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,175,87
345,9,4,2,℧,,,,,,mho / inverse resistance / conductivity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
346,10,4,2,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,80,87
347,11,4,2,⋈,memory,collapse,Union,8.0,0.0,join / bind,∞,,,,,,infinity,False,155,0
348,0,5,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,166,172
349,1,5,2,🔁,,,,,,repeat / loop,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
350,2,5,2,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Π,null,collapse,Yang,10.0,0.0,product / portal,False,256,173
351,3,5,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,252,149
352,4,5,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
353,5,5,2,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,255,87
354,6,5,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,245,172
355,7,5,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,245,172
356,8,5,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Π,null,collapse,Yang,10.0,0.0,product / portal,False,166,173
357,9,5,2,Σ,null,collapse,Yang,7.0,0.0,summation,∃,,,,,,there exists,False,89,0
358,10,5,2,Σ,null,collapse,Yang,7.0,0.0,summation,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,89,241
359,11,5,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,175,264
360,0,6,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,178,250
361,1,6,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,175,264
362,2,6,2,Σ,null,collapse,Yang,7.0,0.0,summation,℧,,,,,,mho / inverse resistance / conductivity,False,89,0
363,3,6,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🔁,,,,,,repeat / loop,False,178,0
364,4,6,2,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,80,250
365,5,6,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,178,264
366,6,6,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,166,87
367,7,6,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),True,175,266
368,8,6,2,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,255,149
369,9,6,2,Π,null,collapse,Yang,10.0,0.0,product / portal,Σ,null,collapse,Yang,7.0,0.0,summation,True,182,87
370,10,6,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),True,245,266
371,11,6,2,∃,,,,,,there exists,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
372,0,7,2,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
373,1,7,2,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
374,2,7,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
375,3,7,2,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,244,266
376,4,7,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Π,null,collapse,Yang,10.0,0.0,product / portal,True,178,173
377,5,7,2,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
378,6,7,2,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,244,266
379,7,7,2,Π,null,collapse,Yang,10.0,0.0,product / portal,∞,,,,,,infinity,False,182,0
380,8,7,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),✸,,,,,,star / radiant force,False,252,0
381,9,7,2,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,255,0
382,10,7,2,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,70,69
383,11,7,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,166,264
384,0,8,2,℧,,,,,,mho / inverse resistance / conductivity,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
385,1,8,2,∞,,,,,,infinity,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
386,2,8,2,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,244,266
387,3,8,2,∃,,,,,,there exists,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
388,4,8,2,Σ,null,collapse,Yang,7.0,0.0,summation,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,89,87
389,5,8,2,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),✸,,,,,,star / radiant force,False,252,0
390,6,8,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,166,172
391,7,8,2,✸,,,,,,star / radiant force,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
392,8,8,2,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,175,266
393,9,8,2,✸,,,,,,star / radiant force,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
394,10,8,2,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Π,null,collapse,Yang,10.0,0.0,product / portal,False,245,173
395,11,8,2,∅,origin,emergent,Yin,11.0,0.0,null set / void,🔁,,,,,,repeat / loop,False,80,0
396,0,9,2,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,155,264
397,1,9,2,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,178,177
398,2,9,2,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,166,69
